Start
-0.0010383059774572347,-0.007245398871475578,-0.005298359159116486
-0.0002213042060413766,-0.0002879686368208996,-0.005887183716093978,-0.005893271963229224,-0.005161880732708277
0.0005288202769731615,0.00032386908959859163,-0.004653563298486088,-0.004703621523693961,-0.005068031111807883
0.0015285060491311113,0.0010790146561976215,-0.002890750800453769,-0.0031146951307334664,-0.001121260989508389
0.0014368482657602013,0.0008613196595199674,-0.0015172933887203147,-0.0018490921992413336
0.0013982780555634418,0.0007622964971296612,-0.0004532763562003277,-0.0008535427118821059
0.0013061215688093778,0.0006403219546740006,0.0003589709353209605,-8.255703945334557e-05
0.000492601010599206,0.0009314693775806037,0.0004976608400937572
0.0005123277375844813,0.0004458092763875032
0.00043706674768341676,0.0004294161209725828
0.0003717632082207451,0.00035207678106386094
0.0003397017425725724,0.00035590642603300533
0.0004296204397669246,0.00035015517083379806
0.00038487165162169774,0.0003048721024752083,0.0017003514386801973,-0.007246834552137038,-0.003009970866792784,-0.006160805096834025,-0.001920905004251459
0.0007587723662008054,-0.004146928162226608,-0.0004119234889026265,-0.0029594883095516167
-0.002218806270632284,-0.002280195231851849,0.001527728219631573,0.0014421757284528384,-0.001198301296747804,0.0021767445421085937
0.0005382308419828053,-0.006720804274634949,-0.00014339743371946455,0.0020510301772176543,0.0006184601439869226,0.0009351594573703128,0.0009287826584725241,-0.00011593743276593267,0.000991985527943431
0.00038823899499740473,-0.0059176695594267276,0.0002052869241648842,0.0007425947142907386,0.001341358075504161,0.0012830391282674467,0.0006695472859148324,0.0006506988318777298,0.0012701076215726552,0.000551184862299223
0.0002358346679092061,-0.005176356157463145,0.0014032636605827583,0.0005153189935873676,0.0003021697582343708,0.0010037401284874823,0.0003074839688921426,0.0013309996292052238,0.0006141145800608819
0.0002806618428132946,-0.004593434683445516,0.00021905182494100402,0.00043545271309210383,0.0011607097838333014,0.001322245928759411,0.0004410673776222996,0.0011204275920431248,0.0003975951303345441
0.0002921973054117611,-0.004030842085862574,0.0004340703299072785,0.0003215439677022331,0.0009354644734098447,0.0002061607138663605,0.0010458910161246174,0.00031454109764238354
-0.0018175104482691506,-0.005537470855967827,-0.005555151087952126,0.001262852272472888,0.0011281526646411705,0.0007514694687322813,5.759768577219028e-05,0.0008587057899396306,0.0001328920518133287
-0.00182428266930512,-0.0053424791042750025,-0.005474981255686906,0.003586593954522545,0.002139653197774887,0.002105138684888491
-0.0016018517904236983,-0.004979272675563001,-0.0052202612278460375
-0.0015084337587418905,-0.004622135697636379,-0.004965806029932018
-0.0014141471148405704,-0.004336387063113775,-0.004775760352888653
-0.0012280039116421126,-0.0041128059825193825,-0.004642952539932729
-0.0010614466962415286,-0.0039162694294569145,-0.004536773711551589
-0.0009039009156761434,-0.0037362750021902313,-0.004448181869329368
-0.0007506441219218406,-0.0035644936778191777,-0.0043697243767581995
-0.0005997185494635068,-0.003395737422885528,-0.004296763914813262
-0.00045021288727070376,-0.0004719085016848864,-0.0032266229335893223,-0.004226244163763951
-0.00025231967563056433,-0.0003074695030778323,-0.0030498893384370007,-0.004150720508629746
-5.598095454193657e-05,-0.00014756110997217312,-0.002867455135191377,-0.004072303905313192
0.0001386516134546254,7.574670725098501e-06,-0.002678150008562495,-0.003989838609234304
0.0003142150226127743,0.0001572239078966465,-0.0024918628879722488,-0.00391171035841166
0.0004085135837085409,0.00023002993498646464,-0.0022942204681244555,-0.003836092192096352,0.00202855697801429
0.0004361752794262937,0.00023861993395899068,-0.0020760785422536954,-0.0037499031685950257,0.0001605133222593192
0.000461201600543614,0.0002448319968972401,0.00022392306330655705,-0.00183464505117778,-0.0036465693394589355,0.0002083923864228971
0.000542362090532521,0.0003176921477044857,0.00025277136874078156,-0.0015709702695077404,-0.0035242043135585988,0.00021375364765075823,0.0026047103886293072
0.0005917920644045905,0.00036772539052544944,0.00025976326928884094,0.0002174322124448621,-0.0012876083547273404,-0.0033847400736872826,0.00023242164176085801,0.00022874611199806723
0.0007000931190603118,0.0004989392882711157,-0.0026031171830940003,0.0002530455176972573,-0.000990850410385713,-0.003230018647972309,-0.0034866025456814533,0.00024281224315792806,0.0002513921584272761
0.0007351358106928919,0.0005923731569014946,-0.0022076210992461112,0.0003719880279965876,-4.812648844070011e-05,-0.0024347183875844704,-0.003054164606505129,-0.0055433403468834255,0.0002850046242966076,0.00018567655844958265
0.0019516999706547134,0.0018819441883887419,-0.0011497339014445562,0.0016853489456356895,0.0010449384585118834,-0.004848444108646708,-0.001831486916689249,-0.004839692394963034,0.00018591855108929418,0.0011506251495358947
-0.00027119686915111894,-0.0039774753537717145,-0.004027408244972079,0.0005904302094547724,-0.0040292755713267,0.00023726634527210418,0.002930822546662189
0.0004865964595757114,-0.0030822190863183663,-0.0032019284797199427,-0.0032380122810776795,-0.003390990869907461,0.0006902797666608358
0.0006214587137913525,-0.0018314768558151048,-0.002037474791081176,-0.002115958561038126,-0.002510091232264436,0.002091330722757011
0.0005532189611419189,-0.0006035636286460186,-0.0009150138942541135,-0.0010451134488079627,-0.0017207562309458063,0.003936151346451979
0.0006571954383927259,0.0006310705895945928,0.00019858801129683885,9.275304844361698e-06,-0.0009874606077444805,0.002667590707778668
0.00012271555576481331,0.00182695123143449,0.0012547791834309006,0.0009966102297260635,-0.0004041412427204362,0.0003094278376500909,-0.011935770829031883
