Start
-0.0004762157615905132,0.0014708239507703492
-0.00039680504268368153,-0.0006569886170730895,4.338757725874838e-05
-0.00031046678793945003,-0.0005643347313954907,-0.0002948211406159345
-0.00013182924703731788,-0.00013558823865377477,-0.0004651271104176031,-0.0004673626752647025,-0.0002083056157433493
1.4642184349181082e-05,-1.8995200427930278e-05,-0.00027592817543669907,-0.00033051861992141295,0.0005047832995146734
0.00011992125799419395,6.707277624574438e-05,-0.00013370393912467507,-0.00022846051578119357,0.0014969437483107768
0.00011793270660356153,5.50664405853888e-05,-2.3064940912229727e-05,-0.00015017510143366074,0.0023901195979922924
0.0001115744383864758,4.23629222410047e-05,6.3972399232608e-05,-9.004165282245981e-05,0.003241865853836486
0.0001056707218099299,3.247598307144946e-05,0.00012689570087455004,-3.920653970566727e-05,0.004043652321350304
0.0001004745696857162,2.4869322677882957e-05,0.00017007438141113289,-6.605582452117592e-07
9.618037443571662e-05,1.9216574328935823e-05,0.00019078717069000926,1.9951802856752257e-05
9.259046939132871e-05,1.5034425764117246e-05,0.00018460845179135864,1.5188864373122737e-05
8.967910867211123e-05,1.1986493685835556e-05,0.00017951550275859,1.2411314219253414e-05
8.743780426813059e-05,9.865401768166873e-06,0.00017444994601677639,1.0369559680036347e-05
8.596211197057642e-05,8.605351638173511e-06,0.00016978165231710548,9.21111736149928e-06
8.536813692770844e-05,8.181333539735228e-06,0.00016563393789864573,8.871410502426028e-06
8.60608159588598e-05,8.8125891204386e-06,0.00016256489889774503,9.65943824726874e-06
8.908666921326464e-05,1.1202258754174424e-05,0.00016173894039739117,1.231947467706003e-05
9.717170485998088e-05,1.7307344719824994e-05,0.00016657653346950236,1.9253044783578213e-05
0.00012557238273232,3.892113077364791e-05,0.00020014451898045976,4.800681489159665e-05
5.349284739905803e-05,-4.0210692726866046e-05,0.00011831180103089896,-3.50873648111618e-05
4.1816767677490615e-05,-5.806458066560786e-05,0.00010436405760857734,-4.968171908068473e-05
3.7270780307827014e-05,-6.675027027893397e-05,9.687399124499351e-05,-5.57652093553637e-05
3.5980631083223525e-05,-7.066950241508955e-05,9.231205058533791e-05,-5.753829708265838e-05
3.59930762634659e-05,-7.219389659795204e-05,8.89324827540747e-05,-5.725221063122646e-05
3.637420760990183e-05,-7.25759522886059e-05,8.592588763215846e-05,-5.608544260060436e-05
3.670999391472014e-05,-7.245457976321466e-05,8.322711996851691e-05,-5.50644187453566e-05
3.6863526437645676e-05,-7.21556419385188e-05,8.036584971256022e-05,-5.3933781916771484e-05
3.681134488458223e-05,-7.182314544018457e-05,7.741771009735492e-05,-5.283691511537118e-05
3.657985202703371e-05,-7.151373480260835e-05,7.44761838134837e-05,-5.1890540514463435e-05
3.621143089320522e-05,-7.124283603476635e-05,7.161715638155061e-05,-5.113850705850351e-05
3.5748767383605517e-05,-7.100795217352372e-05,6.889865388269033e-05,-5.056005491721992e-05
3.5228319632676584e-05,-7.080002586000965e-05,6.634742651203814e-05,-5.0111903693505913e-05
3.467845299569139e-05,-7.060877571494193e-05,6.396683190785843e-05,-4.9754289823447304e-05
3.4119818606619485e-05,-7.042503971521421e-05,6.174760240530015e-05,-4.945756205799815e-05
3.356659507850147e-05,-7.024159198400063e-05,5.967594183836874e-05,-4.9201806824555305e-05
3.302805079934582e-05,-7.005331641461569e-05,5.773932708054212e-05,-4.897240321688976e-05
3.2512408845976154e-05,-6.985905571911359e-05,5.5935198669934615e-05,-4.874201146899508e-05
3.202120450753831e-05,-6.965697749783915e-05,5.378587232997106e-05,-4.8290052421446605e-05
3.1551028448856975e-05,-6.944283871734001e-05,5.1774628818116754e-05,-4.7906625703973116e-05,0.004074695492730431
3.110118227747023e-05,-6.921732034492604e-05,4.989688174225835e-05,-4.758527339031119e-05,0.0039591553065159175
3.067041617947987e-05,-6.898145610389147e-05,4.8147280036395804e-05,-4.732033963805553e-05,0.0038433053172351062
3.0257185360836264e-05,-6.873650203798563e-05,4.65200160398087e-05,-4.710682690833683e-05,0.0037271350127168496
2.9859827016659507e-05,-6.848383700910725e-05,4.500905647298909e-05,-4.694027251005648e-05,0.0036106365537935826
2.9476676993134844e-05,-6.822489328395069e-05,4.36083067718405e-05,-4.681664846173904e-05,0.0034938039345966277
2.9106124259717193e-05,-6.796114808982841e-05,4.2311728528367084e-05,-4.6732254096007106e-05,0.00337663247407226
2.8746690860364273e-05,-6.769402667596534e-05,4.111341240284987e-05,-4.6683698901489254e-05,0.003259118352786793
2.8397052681708526e-05,-6.742488124156058e-05,4.0007625834779235e-05,-4.666786174234959e-05,0.0031412583672174605
2.8056046368615494e-05,-6.715497841570787e-05,3.8988844181522897e-05,-4.668185821208974e-05,0.0030230497494285764
2.772266724840679e-05,-6.688549276990911e-05,3.8051769017722676e-05,-4.672301503095937e-05,0.0029044900421457843
