Start
-0.0004762157615905132
-0.0006676078036636068
-0.0013014853490405012,-0.0031495576670552833
-0.004674048986485609
-0.004042791340257416
5.596249794171011e-05
2.0570033967487814e-05
1.3150717654607583e-05,5.297039584628051e-05
-9.351821199637261e-07
-0.003164306186033812
-0.002988874649581419
-0.001864695912099595,-0.002413935181140278
-0.0014923246739064738
-0.0012909588183138612,-1.545716125650118e-05
-0.0014566865297938013,-0.00046643788416276914,-0.00019577573785167258
1.2230641885716681e-05
2.748150171923841e-07
-3.7634737481626046e-07
8.852759922923364e-07
6.609164093836911e-07
2.133913905560253e-07
-3.232181644535065e-07
-3.197754383458401e-07
-5.962434148579915e-07
-8.08084157146241e-07
-3.232593308361356e-06
-4.042886847742053e-06
-4.85749749778823e-06
-5.775868685336735e-06
-6.800453997030456e-06
-2.3103988000591075e-06
-2.5651159958287734e-06
-2.829090713024965e-06
-3.1050290749661674e-06
-3.4882581612123015e-06
-3.7592613775245393e-06
-1.5139459675470382e-05
2.98060305497002e-05
4.786991613791626e-05
2.6656745741640217e-05
-1.817856460495197e-05
5.63857315787359e-05
1.3502846970993646e-05
-1.749268763195748e-05
4.886049860819246e-05
7.865167899878504e-05
6.47916087095305e-05
1.1895663037954016e-05
-2.4885768275631145e-05
7.323238414414478e-05
1.5956441465686186e-05
-2.678089462393278e-05
9.034037611476732e-05
4.47216982701875e-05
-2.9024308754848835e-05
1.3981644414464214e-05
-1.9402268017327043e-05
4.81710327500124e-05
9.29986558215537e-07
-2.613614924462486e-05
9.83348589067741e-06
-2.2602645525214918e-05
7.296530812105594e-05
2.455065364804533e-05
-2.2888557394516382e-05
8.49407757497183e-05
4.13480374421623e-05
-2.053060743212494e-05
7.932682954625396e-05
7.44989083540943e-05
-1.8853007213376696e-05
6.528330620381335e-05
3.097536463481272e-05
-1.9064902457401403e-05
6.838737477576733e-05
4.100463714639714e-05
-1.8621028525575914e-05
6.511758548310119e-05
3.1427822505538175e-05
-1.7547039319111904e-05
5.53567143539626e-05
9.042456894259483e-05
7.850046797596745e-05
2.3519728522764308e-05
-1.5133881557044884e-05
3.303016155898307e-05
4.396862082268159e-05
7.63572494588867e-06
-1.5519148835572635e-05
3.568742716743463e-05
5.060934709111113e-05
1.8350489194634764e-05
-1.647566668627233e-05
4.45374988073937e-05
6.901074821086088e-05
4.591382714981031e-05
-9.662117855800331e-06
-1.547595427165392e-05
3.4533993728875015e-05
4.9345893173622854e-05
1.7335749930460012e-05
-1.6765051259021516e-05
4.701012879883108e-05
7.456285597018213e-05
5.451873096508873e-05
-9.003121572046316e-06
-1.5013181353879315e-05
2.9917108060868378e-05
4.014825500120271e-05
2.9058923207616466e-06
-1.6770604883689297e-05
4.6020993061059515e-05
7.384955687171797e-05
5.380493710326929e-05
-9.832865236489644e-06
-1.5820296249682494e-05
3.66895478360902e-05
5.518335890486968e-05
2.5724449114644318e-05
-1.8397121000596553e-05
6.109707991730322e-05
5.093646314740727e-06
-1.862329622581531e-05
6.269549343750937e-05
2.0014823553861014e-05
-9.472664887369073e-06
-1.6999965106062956e-05
4.808156331192852e-05
7.870028227397428e-05
6.239852532474895e-05
2.848140319368711e-06
-1.5810536980296816e-05
3.750840858241476e-05
5.614204632408033e-05
2.7059090624849055e-05
-1.7678212113502248e-05
5.498138147008898e-05
-1.2054899349628681e-05
1.7724942453691689e-06
-1.852484449683424e-05
6.199255935367652e-05
2.2842785986952954e-05
-1.846860976616703e-05
6.250466410740764e-05
2.109633872104076e-05
-1.781559308011542e-05
5.673334639744003e-05
4.467257763927576e-06
-1.6874718957065812e-05
4.7770143390525946e-05
7.725769966281971e-05
5.974947563004186e-05
-1.1781727720077545e-06
-1.5118356210699554e-05
3.1271749930223205e-05
4.321274702001783e-05
7.615484619140703e-06
-1.670840823675933e-05
4.553757669812676e-05
7.341968579832776e-05
5.322622961513762e-05
-1.9006113235466374e-05
6.758090889459438e-05
1.8784633283317267e-05
-1.8712286182552204e-05
6.385176746114517e-05
1.8692132920395885e-05
-1.8766983544733426e-05
6.450152045299647e-05
2.32424889581289e-05
-1.8680188469606326e-05
6.403166551140031e-05
2.2319819996034426e-05
-1.8363445106967316e-05
6.125808685930424e-05
1.4861688177646507e-05
-1.7891526898012114e-05
5.6810628613174555e-05
3.294585994484747e-06
-1.7375368338129124e-05
5.177828679926201e-05
8.655970901360992e-05
7.40588907513235e-05
1.784487290047189e-05
-1.6553455737032194e-05
4.430023307411442e-05
